1000001004304891;1.75;84;1
11100606111;0.3333333333333333;42;1.125
1000003324852811;0;1;90
1000008418766601;7.416666666666667;87;4
1000010762144681;0.375;24;1.125
15896929311;0.5416666666666666;25;1.75
1000033002183881;0.5416666666666666;82;1.0833333333333333
1000008913640111;0.3333333333333333;26;1.125
6471683153809171;0.16666666666666666;38;1.0833333333333333
102023839921162401;1.9583333333333333;134;1.0416666666666667
1000006858575251;0.625;42;9.875
1000009515919651;0.16666666666666666;14;2.4583333333333335
1000038251363141;1.125;207;1.0416666666666667
1000002320976211;0;37;6.041666666666667
1000000257959391;0.4166666666666667;4;87.91666666666667
1000014965356491;0;1;12.791666666666666
6171055881;0.16666666666666666;12;1
1000015083596661;0;1;19.291666666666668
15122174311;0.041666666666666664;12;2.3333333333333335
9972986269622911;0;1;3.0416666666666665
1000081127694141;0.08333333333333333;11;1.0833333333333333
1000056655781141;0;1;13.791666666666666
1000001057358251;0.375;16;6.791666666666667
1000004582269261;0;8;15.333333333333334
3513238883777401;0;20;1.9166666666666667
1000041040670281;0.25;18;3.5
8007601151;0.125;22;1.5416666666666667
7426548858163051;0.4583333333333333;61;1.125
6313306081;0.125;9;4.208333333333333
14016517734468131;0.08333333333333333;29;15.541666666666666
5984190436196141;0;3;15.041666666666666
15006224168913481;1.9166666666666667;143;1.0416666666666667
1000007753623601;1.625;70;31.958333333333332
1000015810981741;2.1666666666666665;68;1.2083333333333333
1000002773384291;0.7083333333333334;30;63.208333333333336
1000025677465591;0.7916666666666666;45;1.75
10644139961;9.208333333333334;51;1.0416666666666667
1000004251343111;0.125;53;3
1000026189615601;2.875;154;1.0416666666666667
1000007734092991;0.9166666666666666;59;4.125
1000003971201281;0.16666666666666666;118;12.958333333333334
1000001006205991;4.333333333333333;36;54.083333333333336
5352540611;0.9583333333333334;95;1.2916666666666667
1000062446692981;7.5;147;1.0416666666666667
1000005510810761;19.125;659;1
1000001433335981;0.7916666666666666;28;2.7916666666666665
1000005286536981;0.5833333333333334;20;30.041666666666668
1000005593332701;0;2;87.91666666666667
8731945526932131;8.875;60;1.1666666666666667
4789182322512721;0.041666666666666664;23;2.1666666666666665
14859783091;1.75;85;1
1000008220653341;2.9166666666666665;76;2.9166666666666665
1000008533120331;0.25;27;1.2916666666666667
15005451902209081;1.2916666666666667;24;0.9583333333333334
1000001973878821;2.9583333333333335;281;1
102055048178483671;0.125;12;1.2916666666666667
7418038192252761;1.5833333333333333;52;1.2083333333333333
1000002880791461;2.4583333333333335;138;13.125
1000000300308351;0.08333333333333333;8;82.20833333333333
6908220043421201;3.125;156;0.9583333333333334
1000006049701441;1.0833333333333333;81;1.9583333333333333
8627586404418161;0;3;1.9583333333333333
1000005888291581;0;8;58.666666666666664
1000040987314491;0;1;9.958333333333334
1000003381470491;0.25;8;85.45833333333333
1000079262453021;0.20833333333333334;64;1.1666666666666667
1000008376648321;2.8333333333333335;47;67.625
1000022032497301;0;2;5.541666666666667
1000000201729041;0.8333333333333334;43;65.91666666666667
1000001071230411;0.08333333333333333;23;68.125
15177416817986871;1.6666666666666667;137;0.9583333333333334
1000004824346841;61.708333333333336;115;0.9583333333333334
1000029656803421;1;21;5.25
1000005604322401;0.4166666666666667;260;1
13520624471;0.08333333333333333;47;1.125
1000067850735671;0.7083333333333334;49;1.375
1000009927035561;0.2916666666666667;19;1.5833333333333333
1000008370631451;0.08333333333333333;3;38.666666666666664
1000005434778861;2.1666666666666665;12;78.66666666666667
11995439341;11.541666666666666;69;1
14991884270235091;0.5416666666666666;87;1.4166666666666667
1000002000741361;0.5416666666666666;48;63.125
1000008393554081;0.8333333333333334;21;75.33333333333333
7441578489520531;2.5416666666666665;84;1.2083333333333333
1000000906965201;0.20833333333333334;12;81.125
1000005293628071;0.75;87;1.1666666666666667
102044502972309091;0.5833333333333334;39;10.125
8880281478752751;0.25;23;1.9166666666666667
1000051296428981;1.2916666666666667;132;1.25
1000004797604611;0;3;33.125
1000034910781931;0.5833333333333334;40;1.0833333333333333
1000022402104711;1.125;260;1
1000003488460711;0.625;83;11.541666666666666
1000019023140221;0.5833333333333334;13;1.2083333333333333
6015465899317731;0.75;108;1.125
1000005968075311;0.125;52;26.875
1000054263467811;0.4166666666666667;35;3.625
1000025499449441;0.20833333333333334;5;3.0416666666666665
3794746322219421;2.3333333333333335;164;1.2083333333333333
12073409341;0.041666666666666664;5;5.458333333333333
1000034998836101;0.3333333333333333;39;1.0833333333333333
1000001224040471;3.1666666666666665;54;24.625
1000001065540821;0.3333333333333333;27;18.708333333333332
9437409156555211;1.7083333333333333;97;1.25
1000011689551441;0.08333333333333333;72;1.2083333333333333
14770445425401271;1.4583333333333333;39;1.3333333333333333
102032909823389341;0.16666666666666666;12;2.875
1000083513267311;0.7916666666666666;208;1.0416666666666667
1000002057851211;0.7083333333333334;34;14.791666666666666
1000002861780301;0.041666666666666664;3;81.16666666666667
1000003254472981;0.20833333333333334;27;1.9166666666666667
1000003321514741;0.08333333333333333;9;23.083333333333332
1000006082161311;0.20833333333333334;71;15.833333333333334
1000002308463161;0.4166666666666667;18;56.458333333333336
101520489080725491;0;4;13.333333333333334
8359683364486261;0.041666666666666664;14;1.9583333333333333
1000035280271041;0;4;3.4583333333333335
612049731;0;11;1.0416666666666667
1000040276956881;0.08333333333333333;7;1.4166666666666667
1000023218708941;0.5416666666666666;20;1.5416666666666667
1000003012514751;0.16666666666666666;42;5.166666666666667
1000001071736011;0.20833333333333334;13;68.33333333333333
1000003066774951;2.0833333333333335;46;79.125
8573482576169201;0.4166666666666667;24;1.25
11895823051;0.9583333333333334;77;1.9166666666666667
15054449863951601;0.4583333333333333;56;1.4583333333333333
101528499808287451;0.6666666666666666;21;1.0833333333333333
3144013687576871;0.5;42;2.5
1000000452275351;1.375;77;47.833333333333336
6222858145469641;0.4166666666666667;29;5.916666666666667
1000026088370681;0.041666666666666664;5;2.0416666666666665
1000003346292561;0;3;86.16666666666667
102039935606941081;0;1;18
1000005449013101;18.666666666666668;571;1.3333333333333333
8688906231;0;22;1.25
1000021036156021;2.1666666666666665;96;2.0833333333333335
1000068200866911;1.0833333333333333;98;1.0833333333333333
1000054516628421;0;1;10.75
1000004268080991;1.9583333333333333;139;24.291666666666668
14257698041;0.16666666666666666;41;1.0416666666666667
1000007491725341;1.5833333333333333;48;16.041666666666668
6416454561;13.166666666666666;55;1.0416666666666667
1000001618325201;0.08333333333333333;2;90.25
1000005302525981;0;1;89.83333333333333
1000001878873651;0.16666666666666666;7;47.625
1000080316977831;2.2083333333333335;143;1
1000000837813831;26.958333333333332;266;3.0416666666666665
1000000044845371;0.9166666666666666;23;70.83333333333333
1000002495405091;0.16666666666666666;46;4.5
1000084572776941;0.625;45;1
101525772138527301;0.5416666666666666;47;1.3333333333333333
1000003717654961;0;1;89.04166666666667
7045593229160951;0.9583333333333334;45;1.0416666666666667
3120860089856951;0.25;7;7.875
1000007087818241;0.125;73;75.45833333333333
1000007486913311;0.9583333333333334;60;20.166666666666668
5639200937400001;5.375;54;0.9583333333333334
15761441791;0.375;28;1.0833333333333333
1000022917442511;1.2083333333333333;101;1.0833333333333333
1000001452760411;0.875;43;11.166666666666666
